date,hour,Average Wait Time,Max WaitTime
10/26/2019,2100 - 2200,6,16
10/27/2019,0000 - 0100,8,19
10/27/2019,1000 - 1100,15,83
10/27/2019,1100 - 1200,21,92
10/27/2019,1200 - 1300,12,44
10/27/2019,1300 - 1400,14,95
10/27/2019,1400 - 1500,12,87
10/27/2019,1500 - 1600,8,37
10/27/2019,1600 - 1700,11,36
10/27/2019,1700 - 1800,14,38
10/27/2019,1800 - 1900,16,59
10/27/2019,1900 - 2000,9,24
10/27/2019,2000 - 2100,15,71
10/27/2019,2200 - 2300,8,35
10/27/2019,2300 - 0000,21,45
10/27/2019,0500 - 0600,11,33
10/27/2019,0600 - 0700,9,45
10/27/2019,0700 - 0800,15,31
10/27/2019,0800 - 0900,8,19
10/27/2019,0900 - 1000,12,44
10/27/2019,1000 - 1100,15,33
10/27/2019,1100 - 1200,10,23
10/27/2019,1200 - 1300,13,30
10/27/2019,1300 - 1400,11,47
10/27/2019,1400 - 1500,11,32
10/27/2019,1500 - 1600,9,33
10/27/2019,1600 - 1700,14,49
10/27/2019,1700 - 1800,9,17
10/27/2019,1800 - 1900,7,20
10/27/2019,1900 - 2000,8,23
10/27/2019,2000 - 2100,12,32
10/27/2019,2100 - 2200,9,22
10/31/2019,0000 - 0100,11,19
10/31/2019,0100 - 0200,7,18
10/31/2019,0900 - 1000,25,68
10/31/2019,1000 - 1100,15,67
10/31/2019,1100 - 1200,24,85
10/31/2019,1200 - 1300,10,39
10/31/2019,1300 - 1400,16,112
10/31/2019,1400 - 1500,13,76
10/31/2019,1500 - 1600,8,17
10/31/2019,1600 - 1700,13,52
10/31/2019,1700 - 1800,13,29
10/31/2019,1800 - 1900,9,28
10/31/2019,1900 - 2000,18,77
10/31/2019,2000 - 2100,17,51
10/31/2019,2200 - 2300,4,14
10/31/2019,0500 - 0600,42,64
10/31/2019,0600 - 0700,17,50
10/31/2019,0700 - 0800,25,78
10/31/2019,0800 - 0900,11,27
10/31/2019,0900 - 1000,24,89
10/31/2019,1000 - 1100,34,96
10/31/2019,1100 - 1200,16,51
10/31/2019,1200 - 1300,27,84
10/31/2019,1300 - 1400,12,41
10/31/2019,1500 - 1600,31,80
10/31/2019,1600 - 1700,26,63
10/31/2019,1700 - 1800,23,61
10/31/2019,1800 - 1900,10,35
10/31/2019,1900 - 2000,17,44
10/31/2019,2000 - 2100,22,61
10/31/2019,2100 - 2200,21,57
11/1/2019,0000 - 0100,12,27
11/1/2019,0800 - 0900,13,29
11/1/2019,1000 - 1100,13,66
11/1/2019,1100 - 1200,14,73
11/1/2019,1200 - 1300,11,44
11/1/2019,1300 - 1400,15,93
11/1/2019,1400 - 1500,7,32
11/1/2019,1500 - 1600,7,17
11/1/2019,1600 - 1700,7,43
11/1/2019,1700 - 1800,10,31
11/1/2019,1800 - 1900,12,37
11/1/2019,1900 - 2000,15,73
11/1/2019,2000 - 2100,14,53
11/1/2019,2100 - 2200,17,40
11/1/2019,2200 - 2300,5,10
11/1/2019,2300 - 0000,5,18
11/1/2019,0600 - 0700,7,20
11/1/2019,0700 - 0800,9,37
11/1/2019,0800 - 0900,11,48
11/1/2019,0900 - 1000,10,29
11/1/2019,1000 - 1100,11,46
11/1/2019,1100 - 1200,17,43
11/1/2019,1200 - 1300,17,66
11/1/2019,1300 - 1400,20,51
11/1/2019,1400 - 1500,20,36
11/1/2019,1500 - 1600,11,67
11/1/2019,1600 - 1700,11,33
11/1/2019,1700 - 1800,15,44
11/1/2019,1800 - 1900,5,18
11/1/2019,1900 - 2000,3,15
11/1/2019,2000 - 2100,12,38
11/1/2019,2100 - 2200,10,18
11/1/2019,2200 - 2300,6,42
11/2/2019,0000 - 0100,9,19
11/2/2019,1000 - 1100,21,77
11/2/2019,1100 - 1200,14,123
11/2/2019,1200 - 1300,13,61
11/2/2019,1300 - 1400,19,83
11/2/2019,1400 - 1500,18,102
11/2/2019,1500 - 1600,10,58
11/2/2019,1600 - 1700,12,34
11/2/2019,1700 - 1800,7,26
11/2/2019,1800 - 1900,12,25
11/2/2019,1900 - 2000,21,46
11/2/2019,2000 - 2100,12,29
11/2/2019,2100 - 2200,17,59
11/2/2019,2200 - 2300,5,20
11/2/2019,2300 - 0000,5,13
11/2/2019,0600 - 0700,11,31
11/2/2019,0700 - 0800,15,43
11/2/2019,0800 - 0900,9,45
11/2/2019,0900 - 1000,9,42
11/2/2019,1000 - 1100,11,32
11/2/2019,1100 - 1200,16,44
11/2/2019,1200 - 1300,15,35
11/2/2019,1300 - 1400,17,61
11/2/2019,1400 - 1500,20,41
11/2/2019,1500 - 1600,27,60
11/2/2019,1600 - 1700,21,45
11/2/2019,1700 - 1800,19,33
11/2/2019,1800 - 1900,11,37
11/2/2019,1900 - 2000,9,40
11/2/2019,2000 - 2100,31,66
11/2/2019,2100 - 2200,22,39
11/3/2019,0900 - 1000,19,111
11/3/2019,1000 - 1100,14,74
11/3/2019,1100 - 1200,11,39
11/3/2019,1200 - 1300,16,94
11/3/2019,1300 - 1400,8,41
11/3/2019,1400 - 1500,13,54
11/3/2019,1600 - 1700,16,33
11/3/2019,1700 - 1800,6,18
11/3/2019,1800 - 1900,25,74
11/3/2019,1900 - 2000,14,38
11/3/2019,2000 - 2100,16,34
11/3/2019,2100 - 2200,10,29
11/3/2019,2300 - 0000,8,17
11/3/2019,0500 - 0600,7,29
11/3/2019,0600 - 0700,8,16
11/3/2019,0700 - 0800,13,92
11/3/2019,0800 - 0900,18,90
11/3/2019,0900 - 1000,19,115
11/3/2019,1000 - 1100,25,30
11/3/2019,1100 - 1200,18,123
11/3/2019,1200 - 1300,15,44
11/3/2019,1300 - 1400,16,32
11/3/2019,1400 - 1500,16,113
11/3/2019,1500 - 1600,29,69
11/3/2019,1600 - 1700,28,79
11/3/2019,1700 - 1800,13,22
11/3/2019,1800 - 1900,5,16
11/3/2019,1900 - 2000,13,38
11/3/2019,2000 - 2100,13,41
11/3/2019,2100 - 2200,7,36
11/4/2019,0000 - 0100,5,13
11/4/2019,0800 - 0900,14,17
11/4/2019,0900 - 1000,23,100
11/4/2019,1000 - 1100,15,102
11/4/2019,1100 - 1200,10,20
11/4/2019,1200 - 1300,20,88
11/4/2019,1300 - 1400,8,38
11/4/2019,1400 - 1500,12,33
11/4/2019,1600 - 1700,13,25
11/4/2019,1700 - 1800,11,29
11/4/2019,1800 - 1900,19,77
11/4/2019,1900 - 2000,18,56
11/4/2019,2000 - 2100,10,23
11/4/2019,2100 - 2200,10,37
11/4/2019,2300 - 0000,6,19
11/4/2019,0500 - 0600,21,60
11/4/2019,0600 - 0700,8,22
11/4/2019,0700 - 0800,15,60
11/4/2019,0800 - 0900,19,59
11/4/2019,0900 - 1000,21,62
11/4/2019,1000 - 1100,27,49
11/4/2019,1100 - 1200,16,59
11/4/2019,1200 - 1300,25,51
11/4/2019,1400 - 1500,15,66
11/4/2019,1500 - 1600,21,45
11/4/2019,1600 - 1700,19,78
11/4/2019,1700 - 1800,17,26
11/4/2019,1800 - 1900,11,36
11/4/2019,1900 - 2000,27,62
11/4/2019,2100 - 2200,10,34
11/5/2019,0700 - 0800,16,29
11/5/2019,0900 - 1000,12,48
11/5/2019,1000 - 1100,13,54
11/5/2019,1100 - 1200,12,55
11/5/2019,1200 - 1300,16,97
11/5/2019,1300 - 1400,14,63
11/5/2019,1400 - 1500,9,39
11/5/2019,1500 - 1600,11,30
11/5/2019,1700 - 1800,6,14
11/5/2019,1800 - 1900,14,50
11/5/2019,1900 - 2000,12,37
11/5/2019,2000 - 2100,8,23
11/5/2019,2200 - 2300,6,16
11/5/2019,2300 - 0000,7,29
11/5/2019,0500 - 0600,6,20
11/5/2019,0600 - 0700,4,17
11/5/2019,0700 - 0800,14,77
11/5/2019,0800 - 0900,26,76
11/5/2019,0900 - 1000,29,113
11/5/2019,1000 - 1100,23,35
11/5/2019,1100 - 1200,30,127
11/5/2019,1200 - 1300,31,99
11/5/2019,1400 - 1500,38,76
11/5/2019,1500 - 1600,21,63
11/5/2019,1600 - 1700,21,60
11/5/2019,1700 - 1800,13,33
11/5/2019,1800 - 1900,11,26
11/5/2019,1900 - 2000,19,61
11/5/2019,2000 - 2100,25,67
11/6/2019,0800 - 0900,7,28
11/6/2019,0900 - 1000,14,45
11/6/2019,1000 - 1100,12,45
11/6/2019,1100 - 1200,18,54
11/6/2019,1200 - 1300,15,70
11/6/2019,1300 - 1400,14,54
11/6/2019,1400 - 1500,10,43
11/6/2019,1500 - 1600,8,22
11/6/2019,1700 - 1800,18,54
11/6/2019,1800 - 1900,7,37
11/6/2019,1900 - 2000,16,57
11/6/2019,2000 - 2100,12,35
11/6/2019,2100 - 2200,8,25
11/6/2019,2200 - 2300,7,17
11/6/2019,0500 - 0600,8,17
11/6/2019,0600 - 0700,18,51
11/6/2019,0700 - 0800,6,20
11/6/2019,0800 - 0900,24,78
11/6/2019,0900 - 1000,15,50
11/6/2019,1000 - 1100,5,16
11/6/2019,1100 - 1200,16,58
11/6/2019,1200 - 1300,11,43
11/6/2019,1300 - 1400,12,26
11/6/2019,1400 - 1500,19,61
11/6/2019,1500 - 1600,34,50
11/6/2019,1600 - 1700,34,78
11/6/2019,1700 - 1800,2,8
11/6/2019,1800 - 1900,11,38
11/6/2019,1900 - 2000,16,52
11/6/2019,2000 - 2100,12,34
11/7/2019,0000 - 0100,5,12
11/7/2019,0900 - 1000,11,66
11/7/2019,1000 - 1100,16,60
11/7/2019,1100 - 1200,8,25
11/7/2019,1200 - 1300,11,38
11/7/2019,1300 - 1400,9,37
11/7/2019,1400 - 1500,11,35
11/7/2019,1500 - 1600,9,23
11/7/2019,1700 - 1800,9,17
11/7/2019,1800 - 1900,24,96
11/7/2019,1900 - 2000,21,85
11/7/2019,2000 - 2100,9,31
11/7/2019,2100 - 2200,6,18
11/7/2019,2300 - 0000,5,17
11/7/2019,0500 - 0600,14,40
11/7/2019,0600 - 0700,23,54
11/7/2019,0700 - 0800,9,24
11/7/2019,0800 - 0900,21,88
11/7/2019,0900 - 1000,16,61
11/7/2019,1000 - 1100,12,28
11/7/2019,1100 - 1200,13,53
11/7/2019,1200 - 1300,3,11
11/7/2019,1300 - 1400,6,17
11/7/2019,1400 - 1500,8,22
11/7/2019,1500 - 1600,9,23
11/7/2019,1600 - 1700,16,47
11/7/2019,1700 - 1800,5,15
11/7/2019,1800 - 1900,8,31
11/7/2019,1900 - 2000,25,51
11/7/2019,2000 - 2100,8,22
11/8/2019,0900 - 1000,9,41
11/8/2019,1000 - 1100,8,17
11/8/2019,1100 - 1200,9,56
11/8/2019,1200 - 1300,13,41
11/8/2019,1300 - 1400,11,88
11/8/2019,1400 - 1500,7,31
11/8/2019,1500 - 1600,9,31
11/8/2019,1700 - 1800,12,60
11/8/2019,1800 - 1900,21,107
11/8/2019,1900 - 2000,14,89
11/8/2019,2000 - 2100,16,40
11/8/2019,2100 - 2200,5,21
11/8/2019,2300 - 0000,4,11
11/8/2019,0500 - 0600,14,69
11/8/2019,0600 - 0700,13,43
11/8/2019,0700 - 0800,13,48
11/8/2019,0800 - 0900,16,38
11/8/2019,0900 - 1000,11,24
11/8/2019,1000 - 1100,6,23
11/8/2019,1100 - 1200,19,78
11/8/2019,1200 - 1300,11,46
11/8/2019,1300 - 1400,10,23
11/8/2019,1400 - 1500,8,43
11/8/2019,1500 - 1600,10,29
11/8/2019,1600 - 1700,12,36
11/8/2019,1800 - 1900,7,33
11/8/2019,1900 - 2000,15,41
11/8/2019,2000 - 2100,9,61
11/8/2019,2100 - 2200,23,31
11/9/2019,0000 - 0100,5,18
11/9/2019,0700 - 0800,1,2
11/9/2019,0900 - 1000,12,75
11/9/2019,1000 - 1100,19,76
11/9/2019,1100 - 1200,13,91
11/9/2019,1200 - 1300,14,90
11/9/2019,1300 - 1400,7,50
11/9/2019,1400 - 1500,8,27
11/9/2019,1500 - 1600,8,23
11/9/2019,1600 - 1700,7,26
11/9/2019,1700 - 1800,20,87
11/9/2019,1800 - 1900,17,53
11/9/2019,1900 - 2000,15,34
11/9/2019,2100 - 2200,12,24
11/9/2019,2200 - 2300,8,21
11/9/2019,2300 - 0000,6,17
11/9/2019,0500 - 0600,7,17
11/9/2019,0600 - 0700,22,67
11/9/2019,0700 - 0800,13,51
11/9/2019,0800 - 0900,18,72
11/9/2019,0900 - 1000,12,47
11/9/2019,1000 - 1100,13,31
11/9/2019,1100 - 1200,14,47
11/9/2019,1200 - 1300,10,26
11/9/2019,1300 - 1400,22,106
11/9/2019,1400 - 1500,30,71
11/9/2019,1500 - 1600,35,100
11/9/2019,1600 - 1700,45,135
11/9/2019,1700 - 1800,9,37
11/9/2019,1800 - 1900,15,44
11/9/2019,1900 - 2000,13,85
11/9/2019,2000 - 2100,13,25
11/9/2019,2100 - 2200,7,14
11/10/2019,0800 - 0900,18,54
11/10/2019,0900 - 1000,11,53
11/10/2019,1000 - 1100,14,38
11/10/2019,1200 - 1300,11,53
11/10/2019,1300 - 1400,13,60
11/10/2019,1400 - 1500,14,61
11/10/2019,1600 - 1700,11,34
11/10/2019,1700 - 1800,32,78
11/10/2019,1800 - 1900,28,69
11/10/2019,1900 - 2000,9,20
11/10/2019,2000 - 2100,13,37
11/10/2019,2100 - 2200,10,20
11/10/2019,2200 - 2300,7,16
11/10/2019,2300 - 0000,7,20
11/10/2019,0600 - 0700,29,127
11/10/2019,0700 - 0800,17,125
11/10/2019,0800 - 0900,17,43
11/10/2019,0900 - 1000,18,38
11/10/2019,1000 - 1100,17,30
11/10/2019,1100 - 1200,12,36
11/10/2019,1200 - 1300,12,52
11/10/2019,1300 - 1400,17,34
11/10/2019,1400 - 1500,19,51
11/10/2019,1500 - 1600,21,88
11/10/2019,1600 - 1700,10,24
11/10/2019,1700 - 1800,11,20
11/10/2019,1800 - 1900,13,62
11/10/2019,1900 - 2000,20,56
11/10/2019,2000 - 2100,13,68
11/11/2019,0800 - 0900,10,23
11/11/2019,0900 - 1000,13,80
11/11/2019,1000 - 1100,9,22
11/11/2019,1100 - 1200,8,42
11/11/2019,1200 - 1300,17,53
11/11/2019,1300 - 1400,15,78
11/11/2019,1400 - 1500,6,15
11/11/2019,1600 - 1700,5,20
11/11/2019,1700 - 1800,12,50
11/11/2019,1800 - 1900,32,80
11/11/2019,1900 - 2000,13,52
11/11/2019,2000 - 2100,10,36
11/11/2019,2100 - 2200,11,36
11/11/2019,2300 - 0000,18,38
11/11/2019,0500 - 0600,25,73
11/11/2019,0600 - 0700,20,88
11/11/2019,0700 - 0800,9,63
11/11/2019,0800 - 0900,8,65
11/11/2019,0900 - 1000,4,14
11/11/2019,1000 - 1100,11,24
11/11/2019,1100 - 1200,15,45
11/11/2019,1200 - 1300,21,53
11/11/2019,1300 - 1400,24,49
11/11/2019,1400 - 1500,21,92
11/11/2019,1500 - 1600,20,51
11/11/2019,1600 - 1700,10,17
11/11/2019,1800 - 1900,10,36
11/11/2019,1900 - 2000,14,49
11/11/2019,2000 - 2100,8,20
11/11/2019,2100 - 2200,5,14
11/12/2019,0800 - 0900,7,50
11/12/2019,0900 - 1000,16,104
11/12/2019,1000 - 1100,16,50
11/12/2019,1100 - 1200,10,57
11/12/2019,1200 - 1300,16,38
11/12/2019,1300 - 1400,20,90
11/12/2019,1400 - 1500,9,16
11/12/2019,1500 - 1600,7,24
11/12/2019,1700 - 1800,12,21
11/12/2019,1800 - 1900,16,77
11/12/2019,1900 - 2000,20,47
11/12/2019,2100 - 2200,10,28
11/12/2019,2300 - 0000,14,40
11/12/2019,0500 - 0600,9,19
11/12/2019,0600 - 0700,13,32
11/12/2019,0700 - 0800,14,90
11/12/2019,0800 - 0900,19,92
11/12/2019,0900 - 1000,13,34
11/12/2019,1000 - 1100,20,69
11/12/2019,1100 - 1200,16,42
11/12/2019,1200 - 1300,13,38
11/12/2019,1400 - 1500,17,78
11/12/2019,1500 - 1600,19,51
11/12/2019,1600 - 1700,18,51
11/12/2019,1700 - 1800,6,12
11/12/2019,1800 - 1900,15,43
11/12/2019,1900 - 2000,21,41
11/12/2019,2000 - 2100,13,69
11/12/2019,2100 - 2200,9,19
11/13/2019,0900 - 1000,8,29
11/13/2019,1000 - 1100,15,67
11/13/2019,1100 - 1200,10,41
11/13/2019,1200 - 1300,13,85
11/13/2019,1300 - 1400,17,100
11/13/2019,1400 - 1500,10,39
11/13/2019,1500 - 1600,22,39
11/13/2019,1700 - 1800,2,7
11/13/2019,1800 - 1900,18,70
11/13/2019,1900 - 2000,12,49
11/13/2019,2000 - 2100,13,35
11/13/2019,2200 - 2300,4,12
11/13/2019,2300 - 0000,5,18
11/13/2019,0500 - 0600,26,45
11/13/2019,0600 - 0700,15,63
11/13/2019,0700 - 0800,34,94
11/13/2019,0800 - 0900,33,104
11/13/2019,0900 - 1000,20,91
11/13/2019,1000 - 1100,12,29
11/13/2019,1100 - 1200,22,68
11/13/2019,1200 - 1300,15,55
11/13/2019,1300 - 1400,14,33
11/13/2019,1400 - 1500,18,48
11/13/2019,1500 - 1600,8,16
11/13/2019,1600 - 1700,16,53
11/13/2019,1700 - 1800,7,16
11/13/2019,1800 - 1900,16,44
11/13/2019,1900 - 2000,11,34
11/13/2019,2000 - 2100,7,24
11/14/2019,0800 - 0900,15,56
11/14/2019,0900 - 1000,15,70
11/14/2019,1000 - 1100,16,44
11/14/2019,1100 - 1200,11,40
11/14/2019,1200 - 1300,14,76
11/14/2019,1300 - 1400,11,39
11/14/2019,1400 - 1500,12,34
11/14/2019,1600 - 1700,10,22
11/14/2019,1700 - 1800,21,75
11/14/2019,1800 - 1900,20,54
11/14/2019,1900 - 2000,16,56
11/14/2019,2100 - 2200,9,23
11/14/2019,2300 - 0000,7,16
11/14/2019,0500 - 0600,31,64
11/14/2019,0600 - 0700,32,89
11/14/2019,0700 - 0800,10,85
11/14/2019,0800 - 0900,15,44
11/14/2019,0900 - 1000,20,39
11/14/2019,1000 - 1100,5,19
11/14/2019,1100 - 1200,5,18
11/14/2019,1200 - 1300,10,64
11/14/2019,1300 - 1400,16,37
11/14/2019,1400 - 1500,14,52
11/14/2019,1500 - 1600,16,40
11/14/2019,1600 - 1700,12,39
11/14/2019,1700 - 1800,7,19
11/14/2019,1800 - 1900,20,44
11/14/2019,1900 - 2000,10,43
11/14/2019,2000 - 2100,9,27
11/15/2019,0000 - 0100,11,23
11/15/2019,0900 - 1000,8,64
11/15/2019,1000 - 1100,9,25
11/15/2019,1100 - 1200,10,39
11/15/2019,1200 - 1300,12,32
11/15/2019,1300 - 1400,15,125
11/15/2019,1400 - 1500,12,89
11/15/2019,1700 - 1800,19,88
11/15/2019,1800 - 1900,25,91
11/15/2019,1900 - 2000,22,70
11/15/2019,2000 - 2100,12,32
11/15/2019,2100 - 2200,7,15
11/15/2019,2200 - 2300,7,18
11/15/2019,2300 - 0000,19,32
11/15/2019,0500 - 0600,11,78
11/15/2019,0600 - 0700,20,112
11/15/2019,0700 - 0800,23,124
11/15/2019,0800 - 0900,31,83
11/15/2019,0900 - 1000,24,102
11/15/2019,1000 - 1100,15,46
11/15/2019,1100 - 1200,26,84
11/15/2019,1200 - 1300,26,75
11/15/2019,1300 - 1400,10,28
11/15/2019,1400 - 1500,7,23
11/15/2019,1500 - 1600,9,47
11/15/2019,1600 - 1700,10,56
11/15/2019,1700 - 1800,6,24
11/15/2019,1800 - 1900,6,16
11/15/2019,1900 - 2000,14,36
11/15/2019,2000 - 2100,15,58
11/15/2019,2100 - 2200,6,27
11/16/2019,0900 - 1000,11,84
11/16/2019,1000 - 1100,20,107
11/16/2019,1100 - 1200,11,66
11/16/2019,1200 - 1300,14,42
11/16/2019,1300 - 1400,15,93
11/16/2019,1400 - 1500,15,54
11/16/2019,1600 - 1700,10,31
11/16/2019,1700 - 1800,27,63
11/16/2019,1800 - 1900,16,70
11/16/2019,1900 - 2000,11,32
11/16/2019,2000 - 2100,11,28
11/16/2019,2100 - 2200,11,27
11/16/2019,2200 - 2300,8,20
11/16/2019,0500 - 0600,8,18
11/16/2019,0600 - 0700,14,75
11/16/2019,0700 - 0800,12,36
11/16/2019,0800 - 0900,32,121
11/16/2019,1000 - 1100,10,25
11/16/2019,1100 - 1200,12,46
11/16/2019,1300 - 1400,11,40
11/16/2019,1400 - 1500,12,94
11/16/2019,1500 - 1600,15,76
11/16/2019,1600 - 1700,27,63
11/16/2019,1700 - 1800,9,21
11/16/2019,1800 - 1900,10,28
11/16/2019,1900 - 2000,22,93
11/16/2019,2000 - 2100,17,31
11/16/2019,2100 - 2200,13,21
11/17/2019,0000 - 0100,8,16
11/17/2019,0900 - 1000,12,59
11/17/2019,1000 - 1100,11,39
11/17/2019,1100 - 1200,12,32
11/17/2019,1200 - 1300,13,39
11/17/2019,1300 - 1400,15,90
11/17/2019,1400 - 1500,8,38
11/17/2019,1700 - 1800,22,70
11/17/2019,1800 - 1900,15,55
11/17/2019,2000 - 2100,15,44
11/17/2019,2100 - 2200,12,55
11/17/2019,2200 - 2300,7,17
11/17/2019,2300 - 0000,5,14
11/17/2019,0500 - 0600,12,41
11/17/2019,0600 - 0700,25,64
11/17/2019,0700 - 0800,31,96
11/17/2019,0800 - 0900,18,49
11/17/2019,0900 - 1000,28,59
11/17/2019,1000 - 1100,22,74
11/17/2019,1100 - 1200,20,112
11/17/2019,1200 - 1300,15,98
11/17/2019,1300 - 1400,14,39
11/17/2019,1400 - 1500,17,39
11/17/2019,1500 - 1600,13,32
11/17/2019,1600 - 1700,13,35
11/17/2019,1700 - 1800,10,27
11/17/2019,1800 - 1900,15,42
11/17/2019,1900 - 2000,24,62
11/17/2019,2000 - 2100,25,55
11/17/2019,2100 - 2200,24,40
11/18/2019,0900 - 1000,9,45
11/18/2019,1000 - 1100,13,37
11/18/2019,1100 - 1200,7,11
11/18/2019,1200 - 1300,15,49
11/18/2019,1300 - 1400,21,107
11/18/2019,1400 - 1500,10,27
11/18/2019,1500 - 1600,10,40
11/18/2019,1700 - 1800,14,30
11/18/2019,1800 - 1900,24,79
11/18/2019,1900 - 2000,19,61
11/18/2019,2100 - 2200,9,35
11/18/2019,2300 - 0000,5,15
11/18/2019,0500 - 0600,46,107
11/18/2019,0600 - 0700,32,79
11/18/2019,0700 - 0800,15,59
11/18/2019,0800 - 0900,31,92
11/18/2019,0900 - 1000,27,82
11/18/2019,1000 - 1100,24,46
11/18/2019,1100 - 1200,31,70
11/18/2019,1200 - 1300,18,49
11/18/2019,1300 - 1400,15,33
11/18/2019,1400 - 1500,16,58
11/18/2019,1500 - 1600,18,72
11/18/2019,1600 - 1700,28,62
11/18/2019,1700 - 1800,11,27
11/18/2019,1800 - 1900,18,47
11/18/2019,1900 - 2000,15,42
11/18/2019,2000 - 2100,13,28
11/19/2019,0000 - 0100,6,17
11/19/2019,0800 - 0900,6,34
11/19/2019,0900 - 1000,16,114
11/19/2019,1000 - 1100,16,46
11/19/2019,1100 - 1200,5,14
11/19/2019,1200 - 1300,23,107
11/19/2019,1300 - 1400,9,62
11/19/2019,1400 - 1500,11,30
11/19/2019,1500 - 1600,12,40
11/19/2019,1700 - 1800,12,31
11/19/2019,1800 - 1900,25,91
11/19/2019,1900 - 2000,31,77
11/19/2019,2000 - 2100,11,33
11/19/2019,2100 - 2200,5,16
11/19/2019,2200 - 2300,7,18
11/19/2019,0500 - 0600,24,42
11/19/2019,0600 - 0700,19,45
11/19/2019,0700 - 0800,14,43
11/19/2019,0800 - 0900,17,61
11/19/2019,0900 - 1000,28,48
11/19/2019,1000 - 1100,6,24
11/19/2019,1100 - 1200,25,74
11/19/2019,1200 - 1300,14,36
11/19/2019,1300 - 1400,6,26
11/19/2019,1400 - 1500,17,57
11/19/2019,1500 - 1600,14,36
11/19/2019,1600 - 1700,10,17
11/19/2019,1700 - 1800,22,64
11/19/2019,1800 - 1900,11,28
11/19/2019,1900 - 2000,14,66
11/19/2019,2100 - 2200,11,24
11/20/2019,0000 - 0100,9,22
11/20/2019,0800 - 0900,42,76
11/20/2019,0900 - 1000,14,62
11/20/2019,1000 - 1100,9,39
11/20/2019,1100 - 1200,10,25
11/20/2019,1200 - 1300,14,84
11/20/2019,1300 - 1400,20,105
11/20/2019,1600 - 1700,19,53
11/20/2019,1700 - 1800,22,84
11/20/2019,1800 - 1900,20,74
11/20/2019,1900 - 2000,18,75
11/20/2019,2000 - 2100,11,31
11/20/2019,2100 - 2200,6,19
11/20/2019,2300 - 0000,7,24
11/20/2019,0500 - 0600,9,27
11/20/2019,0600 - 0700,34,103
11/20/2019,0700 - 0800,25,130
11/20/2019,0800 - 0900,15,42
11/20/2019,0900 - 1000,17,49
11/20/2019,1000 - 1100,16,37
11/20/2019,1100 - 1200,18,59
11/20/2019,1200 - 1300,17,62
11/20/2019,1300 - 1400,18,60
11/20/2019,1400 - 1500,29,68
11/20/2019,1500 - 1600,24,56
11/20/2019,1600 - 1700,12,21
11/20/2019,1700 - 1800,6,18
11/20/2019,1800 - 1900,20,71
11/20/2019,1900 - 2000,10,41
11/20/2019,2100 - 2200,17,43
11/21/2019,0800 - 0900,25,113
11/21/2019,1000 - 1100,14,72
11/21/2019,1100 - 1200,12,88
11/21/2019,1200 - 1300,22,112
11/21/2019,1300 - 1400,13,97
11/21/2019,1400 - 1500,14,88
11/21/2019,1500 - 1600,13,75
11/21/2019,1600 - 1700,7,32
11/21/2019,1700 - 1800,14,43
11/21/2019,1800 - 1900,26,69
11/21/2019,1900 - 2000,17,60
11/21/2019,2100 - 2200,10,37
11/21/2019,2200 - 2300,2,6
11/21/2019,2300 - 0000,5,13
11/21/2019,0500 - 0600,9,24
11/21/2019,0600 - 0700,18,75
11/21/2019,0700 - 0800,12,37
11/21/2019,0800 - 0900,11,60
11/21/2019,0900 - 1000,9,38
11/21/2019,1000 - 1100,6,16
11/21/2019,1100 - 1200,17,52
11/21/2019,1200 - 1300,12,37
11/21/2019,1300 - 1400,7,17
11/21/2019,1400 - 1500,13,51
11/21/2019,1500 - 1600,30,59
11/21/2019,1600 - 1700,37,81
11/21/2019,1700 - 1800,9,28
11/21/2019,1800 - 1900,16,45
11/21/2019,1900 - 2000,13,33
11/21/2019,2000 - 2100,7,26
11/21/2019,2100 - 2200,10,21
11/22/2019,0000 - 0100,7,30
11/22/2019,0800 - 0900,34,72
11/22/2019,0900 - 1000,11,49
11/22/2019,1100 - 1200,10,24
11/22/2019,1200 - 1300,12,62
11/22/2019,1300 - 1400,13,49
11/22/2019,1400 - 1500,9,73
11/22/2019,1500 - 1600,9,56
11/22/2019,1600 - 1700,14,35
11/22/2019,1700 - 1800,18,95
11/22/2019,1800 - 1900,14,87
11/22/2019,1900 - 2000,13,68
11/22/2019,2200 - 2300,7,28
11/22/2019,2300 - 0000,7,20
11/22/2019,0000 - 0100,3,5
11/22/2019,0600 - 0700,8,42
11/22/2019,0700 - 0800,8,33
11/22/2019,0800 - 0900,17,49
11/22/2019,0900 - 1000,7,25
11/22/2019,1000 - 1100,5,14
11/22/2019,1100 - 1200,23,67
11/22/2019,1200 - 1300,17,64
11/22/2019,1300 - 1400,14,29
11/22/2019,1400 - 1500,11,61
11/22/2019,1500 - 1600,11,50
11/22/2019,1600 - 1700,26,105
11/22/2019,1700 - 1800,22,33
11/22/2019,1800 - 1900,8,39
11/22/2019,1900 - 2000,12,30
11/22/2019,2000 - 2100,13,59
11/22/2019,2100 - 2200,11,21
11/23/2019,0900 - 1000,12,86
11/23/2019,1000 - 1100,16,58
11/23/2019,1100 - 1200,15,62
11/23/2019,1200 - 1300,15,86
11/23/2019,1300 - 1400,16,82
11/23/2019,1400 - 1500,9,96
11/23/2019,1500 - 1600,13,51
11/23/2019,1600 - 1700,18,49
11/23/2019,1700 - 1800,7,18
11/23/2019,1800 - 1900,20,69
11/23/2019,1900 - 2000,13,38
