date,hour,Average Wait Time,Max WaitTime,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Excluded,Total,Flights,Booths
5/18/2020,0800 - 0900,5,10,29,0,0,0,0,0,0,1,30,1,6
5/18/2020,1400 - 1500,7,19,55,10,0,0,0,0,0,2,67,1,9
5/19/2020,0600 - 0700,7,13,33,0,0,0,0,0,0,1,34,1,6
5/19/2020,0800 - 0900,9,25,39,12,0,0,0,0,0,2,53,1,5
5/19/2020,1500 - 1600,21,66,55,17,11,8,3,0,0,3,97,1,3
5/20/2020,0600 - 0700,8,16,43,1,0,0,0,0,0,2,46,1,8
5/20/2020,0800 - 0900,6,16,32,1,0,0,0,0,0,1,34,1,9
5/20/2020,1400 - 1500,14,34,36,16,4,0,0,0,0,2,58,1,4
5/21/2020,0600 - 0700,11,27,42,15,0,0,0,0,0,2,59,1,7
5/21/2020,0800 - 0900,13,31,47,38,1,0,0,0,0,3,89,1,7
5/21/2020,1400 - 1500,8,22,53,9,0,0,0,0,0,4,66,1,8
5/22/2020,0500 - 0600,15,34,28,15,1,0,0,0,0,2,46,1,6
5/22/2020,0600 - 0700,77,124,0,30,30,15,52,87,14,7,235,1,10
5/22/2020,0800 - 0900,16,48,25,15,0,4,0,0,0,2,46,1,6
5/22/2020,1400 - 1500,6,13,49,0,0,0,0,0,0,4,53,1,11
5/23/2020,0600 - 0700,14,24,40,17,0,0,0,0,0,2,59,1,6
5/23/2020,0800 - 0900,12,29,53,29,0,0,0,0,0,3,85,1,12
5/23/2020,1300 - 1400,12,30,53,30,0,0,0,0,0,3,86,1,9
5/24/2020,0600 - 0700,7,19,34,5,0,0,0,0,0,2,41,1,5
5/24/2020,0800 - 0900,2,10,31,0,0,0,0,0,0,2,33,1,5
5/24/2020,1400 - 1500,13,26,15,13,0,0,0,0,0,1,29,1,4
5/25/2020,0700 - 0800,13,21,37,23,0,0,0,0,0,2,62,1,8
5/25/2020,0800 - 0900,2,5,17,0,0,0,0,0,0,1,18,1,3
5/25/2020,1400 - 1500,11,21,54,14,0,0,0,0,0,2,70,1,13
5/26/2020,0600 - 0700,7,15,54,0,0,0,0,0,0,1,55,1,7
5/26/2020,0800 - 0900,12,25,50,26,0,0,0,0,0,3,79,1,10
5/26/2020,1500 - 1600,21,61,48,45,9,10,1,0,0,4,117,1,6
5/26/2020,2000 - 2100,25,64,105,81,54,34,11,0,0,16,301,1,7
5/27/2020,0600 - 0700,9,16,37,5,0,0,0,0,0,2,44,1,8
5/27/2020,0800 - 0900,7,15,40,0,0,0,0,0,0,1,41,1,7
5/27/2020,1400 - 1500,8,25,43,10,0,0,0,0,0,4,57,1,6
5/28/2020,0600 - 0700,9,19,61,18,0,0,0,0,0,1,80,1,7
5/28/2020,0800 - 0900,17,34,38,44,13,0,0,0,0,3,98,1,12
5/28/2020,1400 - 1500,7,17,68,7,0,0,0,0,0,5,80,1,15
5/29/2020,0600 - 0700,6,13,50,0,0,0,0,0,0,1,51,1,9
5/29/2020,0800 - 0900,12,27,28,9,0,0,0,0,0,1,38,1,8
5/29/2020,1400 - 1500,11,29,53,19,0,0,0,0,0,3,75,1,14
5/30/2020,0600 - 0700,4,11,23,0,0,0,0,0,0,2,25,1,5
5/30/2020,0900 - 1000,9,29,76,20,0,0,0,0,0,6,102,1,11
5/30/2020,1300 - 1400,7,15,45,0,0,0,0,0,0,3,48,1,10
5/31/2020,0700 - 0800,6,23,67,10,0,0,0,0,0,5,82,1,6
5/31/2020,0800 - 0900,5,16,34,2,0,0,0,0,0,3,39,1,6
5/31/2020,1400 - 1500,5,12,21,0,0,0,0,0,0,2,23,1,8
6/1/2020,0700 - 0800,9,22,80,16,0,0,0,0,0,2,98,1,9
6/1/2020,0800 - 0900,6,17,32,1,0,0,0,0,0,2,35,1,9
6/1/2020,0900 - 1000,17,31,18,25,2,0,0,0,0,1,46,1,7
6/1/2020,1400 - 1500,4,19,33,2,0,0,0,0,0,3,38,1,8
6/1/2020,1900 - 2000,19,68,136,86,27,19,6,0,0,15,289,1,12
6/2/2020,0600 - 0700,11,27,68,19,0,0,0,0,0,3,90,1,5
6/2/2020,0800 - 0900,7,16,101,2,0,0,0,0,0,4,107,1,16
6/2/2020,1500 - 1600,17,46,75,46,18,1,0,0,0,5,145,1,5
6/3/2020,0600 - 0700,26,38,0,59,23,0,0,0,0,2,84,1,6
6/3/2020,0800 - 0900,7,21,43,5,0,0,0,0,0,2,50,1,7
6/3/2020,1400 - 1500,10,22,89,21,0,0,0,0,0,3,113,2,12
6/4/2020,0600 - 0700,6,22,74,7,0,0,0,0,0,3,84,1,7
6/4/2020,0800 - 0900,12,29,73,17,0,0,0,0,0,3,93,1,14
6/4/2020,1000 - 1100,28,53,21,11,23,10,0,0,0,3,68,1,6
6/4/2020,1300 - 1400,10,21,43,12,0,0,0,0,0,2,57,1,10
6/4/2020,2000 - 2100,7,16,85,4,0,0,0,0,0,3,92,1,8
6/5/2020,0700 - 0800,8,20,44,9,0,0,0,0,0,2,55,1,8
6/5/2020,0800 - 0900,7,14,61,0,0,0,0,0,0,2,63,1,6
6/5/2020,1400 - 1500,10,23,65,17,0,0,0,0,0,3,85,2,13
6/5/2020,1500 - 1600,29,54,31,28,39,21,0,0,0,4,123,1,4
6/6/2020,0600 - 0700,4,15,53,0,0,0,0,0,0,4,57,1,10
6/6/2020,0800 - 0900,8,23,103,8,0,0,0,0,0,7,118,1,15
6/6/2020,1000 - 1100,18,38,40,43,14,0,0,0,0,6,103,1,8
6/6/2020,1600 - 1700,9,19,95,8,0,0,0,0,0,6,109,1,8
6/7/2020,0600 - 0700,5,14,57,0,0,0,0,0,0,3,60,1,9
6/7/2020,0800 - 0900,6,17,53,4,0,0,0,0,0,4,61,1,16
6/7/2020,1400 - 1500,9,28,37,13,0,0,0,0,0,3,53,2,7
6/7/2020,1500 - 1600,25,53,43,22,33,19,0,0,0,8,125,2,5
6/8/2020,0600 - 0700,15,31,53,39,3,0,0,0,0,1,96,1,6
6/8/2020,0800 - 0900,1,5,17,0,0,0,0,0,0,1,18,1,6
6/8/2020,0900 - 1000,14,24,18,17,0,0,0,0,0,1,36,1,6
6/8/2020,1400 - 1500,6,12,27,0,0,0,0,0,0,2,29,1,9
6/8/2020,1500 - 1600,20,35,23,53,5,0,0,0,0,3,84,1,12
6/8/2020,1600 - 1700,17,25,11,34,0,0,0,0,0,0,45,1,11
6/9/2020,0600 - 0700,14,43,45,9,12,0,0,0,0,2,68,1,4
6/9/2020,0800 - 0900,11,30,75,33,0,0,0,0,0,4,112,1,16
6/9/2020,1600 - 1700,16,32,13,12,2,0,0,0,0,1,28,1,7
6/9/2020,1700 - 1800,15,35,75,40,7,0,0,0,0,3,125,1,10
6/10/2020,0600 - 0700,12,25,45,22,0,0,0,0,0,2,69,1,8
6/10/2020,0700 - 0800,35,81,34,57,49,47,20,0,0,6,213,1,18
6/10/2020,0800 - 0900,9,17,62,6,0,0,0,0,0,2,70,1,13
6/10/2020,1400 - 1500,6,10,25,0,0,0,0,0,0,1,26,1,9
6/10/2020,1500 - 1600,9,18,70,10,0,0,0,0,0,3,83,1,13
6/10/2020,1600 - 1700,17,29,14,12,0,0,0,0,0,1,27,1,6
6/11/2020,0600 - 0700,11,26,62,24,0,0,0,0,0,3,89,1,7
6/11/2020,0900 - 1000,11,35,89,14,6,0,0,0,0,4,113,1,17
6/11/2020,1000 - 1100,13,27,47,25,0,0,0,0,0,3,75,1,14
6/11/2020,1400 - 1500,8,18,36,5,0,0,0,0,0,1,42,1,13
6/11/2020,1700 - 1800,9,19,14,1,0,0,0,0,0,1,16,1,8
6/11/2020,2000 - 2100,14,32,51,31,4,0,0,0,0,1,87,1,9
6/12/2020,0700 - 0800,7,15,52,0,0,0,0,0,0,2,54,1,7
6/12/2020,0800 - 0900,37,69,30,63,38,41,39,0,0,7,218,1,19
6/12/2020,0900 - 1000,10,20,87,24,0,0,0,0,0,4,115,1,16
6/12/2020,1400 - 1500,11,24,25,7,0,0,0,0,0,1,33,1,12
6/12/2020,1500 - 1600,15,34,115,82,19,0,0,0,0,7,223,2,15
6/12/2020,1700 - 1800,10,13,10,0,0,0,0,0,0,1,11,1,6
6/13/2020,0600 - 0700,7,19,69,7,0,0,0,0,0,4,80,1,7
6/13/2020,0800 - 0900,7,26,96,15,0,0,0,0,0,7,118,1,13
6/13/2020,1000 - 1100,11,31,76,24,1,0,0,0,0,7,108,1,10
6/13/2020,1600 - 1700,12,26,65,37,0,0,0,0,0,6,108,1,7
6/13/2020,1700 - 1800,3,12,20,0,0,0,0,0,0,1,21,1,5
6/14/2020,0600 - 0700,29,75,121,53,44,43,47,0,0,15,323,2,11
6/14/2020,0800 - 0900,3,11,40,0,0,0,0,0,0,3,43,1,9
6/14/2020,1400 - 1500,4,12,72,0,0,0,0,0,0,4,76,2,17
6/14/2020,1500 - 1600,19,33,43,84,15,0,0,0,0,7,149,1,18
6/14/2020,1600 - 1700,3,6,10,0,0,0,0,0,0,2,12,1,4
6/14/2020,1900 - 2000,27,93,93,88,79,16,18,6,0,16,316,1,14
6/15/2020,0600 - 0700,52,109,65,46,57,70,141,44,0,14,437,2,14
6/15/2020,0800 - 0900,4,8,53,0,0,0,0,0,0,2,55,1,9
6/15/2020,0900 - 1000,9,18,34,4,0,0,0,0,0,1,39,1,15
6/15/2020,1300 - 1400,12,23,33,10,0,0,0,0,0,2,45,1,17
6/15/2020,1500 - 1600,22,42,30,65,26,0,0,0,0,4,125,1,20
6/15/2020,1600 - 1700,2,10,34,0,0,0,0,0,0,1,35,1,8
6/16/2020,0600 - 0700,22,59,136,94,70,24,0,0,0,16,340,2,18
6/16/2020,0800 - 0900,9,22,95,15,0,0,0,0,0,4,114,1,20
6/16/2020,1500 - 1600,12,25,73,28,0,0,0,0,0,4,105,1,18
6/16/2020,1600 - 1700,14,24,17,16,0,0,0,0,0,1,34,1,6
6/17/2020,0600 - 0700,11,20,83,18,0,0,0,0,0,4,105,1,18
6/17/2020,0800 - 0900,34,80,48,119,74,47,43,0,0,11,342,2,23
6/17/2020,1400 - 1500,17,33,57,69,6,0,0,0,0,7,139,2,16
6/17/2020,1600 - 1700,17,29,18,19,0,0,0,0,0,2,39,1,13
6/18/2020,0600 - 0700,28,66,113,76,65,51,16,0,0,9,330,2,17
6/18/2020,0800 - 0900,7,22,91,4,0,0,0,0,0,3,98,1,12
6/18/2020,1000 - 1100,31,76,38,148,163,37,9,0,0,13,408,2,21
6/18/2020,1300 - 1400,16,35,33,19,4,0,0,0,0,1,57,1,11
6/18/2020,1500 - 1600,13,24,58,31,0,0,0,0,0,3,92,1,20
6/18/2020,1600 - 1700,8,10,8,0,0,0,0,0,0,1,9,1,5
6/19/2020,0700 - 0800,40,84,26,115,96,51,79,0,0,11,378,2,12
6/19/2020,0800 - 0900,10,20,29,10,0,0,0,0,0,2,41,1,8
6/19/2020,1300 - 1400,10,22,14,5,0,0,0,0,0,1,20,1,8
6/19/2020,1400 - 1500,7,25,85,4,0,0,0,0,0,2,91,1,17
6/19/2020,1500 - 1600,19,37,45,56,15,0,0,0,0,2,118,1,21
6/19/2020,1600 - 1700,13,20,18,5,0,0,0,0,0,1,24,1,10
6/19/2020,1900 - 2000,44,96,1,86,116,84,47,10,0,11,355,1,16
6/20/2020,0600 - 0700,27,61,90,87,57,52,1,0,0,15,302,2,11
6/20/2020,0800 - 0900,11,26,78,23,0,0,0,0,0,4,105,1,11
6/20/2020,0900 - 1000,20,32,25,47,9,0,0,0,0,2,83,1,15
6/20/2020,1500 - 1600,13,22,27,14,0,0,0,0,0,2,43,1,14
6/20/2020,1600 - 1700,11,23,121,33,0,0,0,0,0,4,158,2,11
6/21/2020,0600 - 0700,7,16,56,2,0,0,0,0,0,1,59,1,10
6/21/2020,0700 - 0800,36,73,54,75,74,56,49,0,0,9,317,1,11
6/21/2020,0800 - 0900,9,25,61,7,0,0,0,0,0,3,71,1,19
6/21/2020,1400 - 1500,9,23,97,8,0,0,0,0,0,4,109,2,18
6/21/2020,1500 - 1600,24,40,18,77,19,0,0,0,0,4,118,1,20
6/21/2020,1600 - 1700,7,10,10,0,0,0,0,0,0,1,11,1,7
6/21/2020,2100 - 2200,11,31,83,38,2,0,0,0,0,7,130,1,9
6/22/2020,0600 - 0700,12,22,71,22,0,0,0,0,0,3,96,1,15
6/22/2020,0800 - 0900,24,53,93,82,69,19,0,0,0,8,271,2,23
6/22/2020,0900 - 1000,14,31,33,17,1,0,0,0,0,2,53,1,16
6/22/2020,1400 - 1500,7,18,44,3,0,0,0,0,0,3,50,1,17
6/22/2020,1600 - 1700,19,44,70,63,40,0,0,0,0,9,182,2,11
6/23/2020,0600 - 0700,13,28,77,57,0,0,0,0,0,2,136,1,9
6/23/2020,0700 - 0800,44,80,11,71,82,76,68,0,0,7,315,1,20
6/23/2020,0800 - 0900,15,31,38,47,2,0,0,0,0,2,89,1,20
6/23/2020,1400 - 1500,14,41,49,29,2,0,0,0,0,5,85,1,15
6/23/2020,1600 - 1700,7,25,51,5,0,0,0,0,0,4,60,1,14
6/23/2020,1700 - 1800,4,11,29,0,0,0,0,0,0,2,31,1,9
6/23/2020,2200 - 2300,9,25,54,20,0,0,0,0,0,5,79,1,7
6/24/2020,0600 - 0700,10,21,75,13,0,0,0,0,0,3,91,1,11
6/24/2020,0700 - 0800,35,70,28,71,61,52,19,0,0,7,238,1,14
6/24/2020,0800 - 0900,1,3,4,0,0,0,0,0,0,2,6,1,3
6/24/2020,0900 - 1000,7,16,43,1,0,0,0,0,0,2,46,1,15
6/24/2020,1400 - 1500,10,18,37,7,0,0,0,0,0,1,45,1,15
6/24/2020,1500 - 1600,7,17,76,7,0,0,0,0,0,3,86,1,20
6/24/2020,1600 - 1700,13,19,13,8,0,0,0,0,0,1,22,1,7
6/24/2020,2000 - 2100,37,77,41,88,101,80,37,0,0,9,356,1,13
6/25/2020,0600 - 0700,35,90,102,94,50,54,78,0,0,10,388,2,19
6/25/2020,0800 - 0900,13,23,59,29,0,0,0,0,0,3,91,1,22
6/25/2020,1000 - 1100,16,34,36,33,3,0,0,0,0,3,75,1,17
6/25/2020,1400 - 1500,25,46,39,24,57,2,0,0,0,5,127,2,18
6/25/2020,1700 - 1800,20,29,3,21,0,0,0,0,0,1,25,1,8
6/25/2020,2000 - 2100,16,36,39,25,6,0,0,0,0,2,72,1,9
6/26/2020,0600 - 0700,10,19,58,5,0,0,0,0,0,2,65,1,11
6/26/2020,0700 - 0800,31,68,28,93,69,29,11,0,0,8,238,1,17
6/26/2020,0900 - 1000,5,13,65,0,0,0,0,0,0,3,68,1,18
6/26/2020,1400 - 1500,9,15,31,0,0,0,0,0,0,1,32,1,16
6/26/2020,1500 - 1600,16,33,92,99,13,0,0,0,0,5,209,2,23
6/26/2020,1600 - 1700,7,14,17,0,0,0,0,0,0,1,18,1,7
6/26/2020,1900 - 2000,30,71,43,135,98,25,21,0,0,10,332,1,16
6/26/2020,2200 - 2300,13,52,62,8,7,4,0,0,0,5,86,1,4
6/27/2020,0600 - 0700,48,94,62,27,79,75,119,10,0,11,383,2,13
6/27/2020,1000 - 1100,18,42,42,30,14,0,0,0,0,3,89,1,17
6/27/2020,1100 - 1200,8,16,63,4,0,0,0,0,0,3,70,1,19
6/27/2020,1400 - 1500,28,58,21,52,40,15,0,0,0,4,132,1,19
6/27/2020,1600 - 1700,8,20,143,5,0,0,0,0,0,6,154,2,16
6/27/2020,1700 - 1800,12,20,25,5,0,0,0,0,0,1,31,1,12
6/28/2020,0600 - 0700,8,15,77,0,0,0,0,0,0,5,82,2,12
6/28/2020,0700 - 0800,30,57,36,85,70,43,0,0,0,6,240,1,13
6/28/2020,0800 - 0900,7,12,36,0,0,0,0,0,0,2,38,1,10
6/28/2020,1400 - 1500,8,14,41,0,0,0,0,0,0,0,41,1,17
6/28/2020,1500 - 1600,19,42,49,74,20,0,0,0,0,5,148,2,17
6/28/2020,1600 - 1700,7,15,26,0,0,0,0,0,0,1,27,1,13
6/28/2020,2100 - 2200,7,20,65,6,0,0,0,0,0,4,75,1,9
6/29/2020,0600 - 0700,7,18,90,9,0,0,0,0,0,4,103,1,11
6/29/2020,0800 - 0900,3,9,25,0,0,0,0,0,0,0,25,1,6
6/29/2020,0900 - 1000,11,19,18,3,0,0,0,0,0,1,22,1,8
6/29/2020,1100 - 1200,28,49,48,130,99,35,0,0,0,8,320,1,21
6/29/2020,1400 - 1500,7,18,46,4,0,0,0,0,0,4,54,1,11
6/29/2020,1500 - 1600,21,37,34,63,23,0,0,0,0,4,124,1,14
6/29/2020,1600 - 1700,9,13,35,0,0,0,0,0,0,2,37,1,8
6/30/2020,0700 - 0800,26,60,113,87,67,58,0,0,0,8,333,2,14
6/30/2020,0900 - 1000,8,18,85,4,0,0,0,0,0,3,92,1,18
6/30/2020,1400 - 1500,33,55,1,51,44,20,0,0,0,3,119,1,14
6/30/2020,1600 - 1700,10,21,62,25,0,0,0,0,0,3,90,1,15
6/30/2020,1700 - 1800,15,28,36,31,0,0,0,0,0,0,67,1,7
6/30/2020,2200 - 2300,11,32,64,29,3,0,0,0,0,4,100,1,8
7/1/2020,0600 - 0700,36,83,55,145,67,50,76,0,0,18,411,2,22
7/1/2020,0900 - 1000,10,25,147,13,0,0,0,0,0,5,165,1,22
7/1/2020,1100 - 1200,8,17,39,3,0,0,0,0,0,2,44,1,17
7/1/2020,1400 - 1500,10,25,83,17,0,0,0,0,0,3,103,1,19
7/1/2020,1500 - 1600,5,16,46,1,0,0,0,0,0,4,51,1,14
7/1/2020,1700 - 1800,6,20,53,4,0,0,0,0,0,3,60,1,10
7/1/2020,2000 - 2100,24,77,89,86,15,3,32,0,0,11,236,1,12
7/2/2020,0600 - 0700,11,22,104,31,0,0,0,0,0,4,139,1,21
7/2/2020,0900 - 1000,5,12,147,0,0,0,0,0,0,8,155,1,19
7/2/2020,1000 - 1100,8,22,62,8,0,0,0,0,0,3,73,1,15
7/2/2020,1300 - 1400,12,22,10,4,0,0,0,0,0,1,15,1,8
7/2/2020,1400 - 1500,11,22,39,8,0,0,0,0,0,2,49,1,14
7/2/2020,1600 - 1700,9,28,77,20,0,0,0,0,0,6,103,1,18
7/2/2020,1700 - 1800,9,21,37,16,0,0,0,0,0,4,57,1,9
7/2/2020,2000 - 2100,5,16,59,1,0,0,0,0,0,4,64,1,9
7/3/2020,0600 - 0700,7,20,68,9,0,0,0,0,0,3,80,1,14
7/3/2020,0900 - 1000,10,17,53,7,0,0,0,0,0,2,62,1,13
7/3/2020,1400 - 1500,18,40,66,59,19,0,0,0,0,4,148,2,15
7/3/2020,1500 - 1600,18,37,90,87,23,0,0,0,0,5,205,2,17
7/3/2020,1700 - 1800,10,18,40,4,0,0,0,0,0,2,46,1,13
7/3/2020,2200 - 2300,16,39,51,28,16,0,0,0,0,6,101,1,7
7/3/2020,2300 - 0000,2,5,8,0,0,0,0,0,0,1,9,1,2
7/4/2020,0600 - 0700,30,76,93,88,50,50,31,0,0,8,320,2,12
7/4/2020,0900 - 1000,14,24,64,47,0,0,0,0,0,4,115,1,13
7/4/2020,1000 - 1100,17,35,30,43,4,0,0,0,0,3,80,1,15
7/4/2020,1200 - 1300,9,23,80,24,0,0,0,0,0,7,111,1,10
7/4/2020,1500 - 1600,8,25,34,7,0,0,0,0,0,2,43,1,8
7/4/2020,1600 - 1700,10,20,101,16,0,0,0,0,0,4,121,1,9
7/4/2020,1700 - 1800,8,16,14,2,0,0,0,0,0,1,17,1,4
7/4/2020,2000 - 2100,51,109,1,61,54,72,60,20,0,8,276,1,8
7/5/2020,0600 - 0700,8,21,61,18,0,0,0,0,0,2,81,1,10
7/5/2020,0700 - 0800,38,76,20,68,60,44,37,0,0,8,237,1,15
7/5/2020,0800 - 0900,11,21,45,7,0,0,0,0,0,1,53,1,9
7/5/2020,1400 - 1500,8,16,86,4,0,0,0,0,0,4,94,3,12
7/5/2020,1500 - 1600,17,33,69,60,14,0,0,0,0,4,147,2,14
7/5/2020,1600 - 1700,16,44,76,63,13,0,0,0,0,5,157,2,15
7/5/2020,2200 - 2300,7,21,61,5,0,0,0,0,0,3,69,1,13
7/6/2020,0600 - 0700,9,23,102,17,0,0,0,0,0,3,122,1,15
7/6/2020,0700 - 0800,38,80,22,65,56,41,32,0,0,7,223,1,15
7/6/2020,0900 - 1000,8,17,54,3,0,0,0,0,0,2,59,1,15
7/6/2020,1000 - 1100,11,18,43,5,0,0,0,0,0,2,50,1,13
7/6/2020,1400 - 1500,13,24,44,22,0,0,0,0,0,2,68,1,15
7/6/2020,1500 - 1600,15,34,96,57,12,0,0,0,0,6,171,2,18
7/6/2020,1600 - 1700,24,41,24,49,40,0,0,0,0,2,115,2,17
7/6/2020,1700 - 1800,18,34,26,36,8,0,0,0,0,3,73,1,14
7/7/2020,0700 - 0800,30,65,98,65,73,64,16,0,0,10,326,2,19
7/7/2020,0900 - 1000,12,28,63,19,0,0,0,0,0,3,85,1,14
7/7/2020,1400 - 1500,18,31,34,56,3,0,0,0,0,1,94,1,14
7/7/2020,1500 - 1600,15,28,46,46,0,0,0,0,0,2,94,1,14
7/7/2020,1600 - 1700,16,30,39,39,0,0,0,0,0,1,79,1,15
7/7/2020,1700 - 1800,8,14,17,0,0,0,0,0,0,0,17,1,8
7/7/2020,2000 - 2100,8,16,36,1,0,0,0,0,0,2,39,1,14
7/7/2020,2200 - 2300,4,10,32,0,0,0,0,0,0,2,34,1,8
7/8/2020,0600 - 0700,8,19,118,8,0,0,0,0,0,4,130,1,11
7/8/2020,0700 - 0800,27,75,102,137,58,44,24,0,0,11,376,2,14
7/8/2020,0900 - 1000,8,25,146,31,0,0,0,0,0,6,183,2,20
7/8/2020,1100 - 1200,12,23,27,9,0,0,0,0,0,1,37,1,13
7/8/2020,1400 - 1500,11,18,53,20,0,0,0,0,0,2,75,1,14
7/8/2020,1500 - 1600,5,14,37,0,0,0,0,0,0,2,39,1,15
7/8/2020,1600 - 1700,15,28,46,41,0,0,0,0,0,2,89,1,15
7/8/2020,1700 - 1800,11,23,54,20,0,0,0,0,0,5,79,2,13
7/8/2020,1900 - 2000,25,46,61,123,99,4,0,0,0,7,294,1,14
7/9/2020,0600 - 0700,10,19,80,11,0,0,0,0,0,3,94,1,11
7/9/2020,0700 - 0800,36,79,32,68,54,28,43,0,0,7,232,1,17
7/9/2020,0800 - 0900,11,27,56,18,0,0,0,0,0,2,76,1,16
7/9/2020,1000 - 1100,15,33,30,16,4,0,0,0,0,2,52,1,14
7/9/2020,1400 - 1500,10,35,57,13,1,0,0,0,0,3,74,2,13
7/9/2020,1600 - 1700,16,49,118,54,22,8,0,0,0,7,209,3,19
7/9/2020,1700 - 1800,12,21,19,8,0,0,0,0,0,1,28,1,10
7/9/2020,2000 - 2100,16,31,42,37,1,0,0,0,0,3,83,1,8
7/9/2020,2100 - 2200,52,98,14,39,46,49,80,15,0,8,251,1,8
7/10/2020,0600 - 0700,10,32,149,35,4,0,0,0,0,7,195,2,14
7/10/2020,0700 - 0800,39,75,22,57,65,38,44,0,0,3,229,1,13
7/10/2020,0900 - 1000,6,18,63,2,0,0,0,0,0,3,68,1,15
7/10/2020,1400 - 1500,10,22,79,10,0,0,0,0,0,2,91,2,15
7/10/2020,1500 - 1600,15,34,80,55,7,0,0,0,0,5,147,2,18
7/10/2020,1700 - 1800,12,23,30,11,0,0,0,0,0,0,41,1,16
7/10/2020,2200 - 2300,11,25,28,13,0,0,0,0,0,3,44,1,9
7/11/2020,0500 - 0600,33,47,0,37,52,4,0,0,0,3,96,1,11
7/11/2020,0600 - 0700,7,14,99,0,0,0,0,0,0,4,103,1,12
7/11/2020,0700 - 0800,48,85,0,45,61,49,56,0,0,5,216,1,11
7/11/2020,0900 - 1000,12,29,59,18,0,0,0,0,0,3,80,1,17
7/11/2020,1000 - 1100,20,38,24,25,16,0,0,0,0,1,66,1,16
7/11/2020,1200 - 1300,15,45,96,44,21,0,0,0,0,4,165,1,16
7/11/2020,1500 - 1600,16,46,48,25,8,1,0,0,0,4,86,2,20
7/11/2020,1600 - 1700,13,32,131,63,7,0,0,0,0,4,205,2,23
7/11/2020,1700 - 1800,14,28,50,28,0,0,0,0,0,3,81,2,17
7/11/2020,1900 - 2000,21,48,96,130,54,6,0,0,0,16,302,1,18
7/12/2020,0600 - 0700,23,84,170,116,38,34,32,0,0,15,405,3,12
7/12/2020,0800 - 0900,6,15,15,0,0,0,0,0,0,1,16,1,4
7/12/2020,1300 - 1400,10,15,8,0,0,0,0,0,0,0,8,1,6
7/12/2020,1400 - 1500,5,10,29,0,0,0,0,0,0,1,30,1,14
7/12/2020,1500 - 1600,17,43,100,53,33,0,0,0,0,5,191,3,18
7/12/2020,1600 - 1700,9,22,53,19,0,0,0,0,0,5,77,2,17
7/12/2020,2100 - 2200,43,94,47,52,45,45,71,8,0,14,282,1,21
7/12/2020,2200 - 2300,11,33,37,10,3,0,0,0,0,4,54,1,11
7/13/2020,0600 - 0700,32,96,171,93,54,37,87,11,0,15,468,3,13
7/13/2020,0800 - 0900,9,18,28,5,0,0,0,0,0,2,35,1,7
7/13/2020,1000 - 1100,9,17,26,5,0,0,0,0,0,1,32,1,13
7/13/2020,1400 - 1500,10,18,42,8,0,0,0,0,0,2,52,1,16
7/13/2020,1500 - 1600,19,39,50,63,20,0,0,0,0,5,138,2,18
7/13/2020,1600 - 1700,5,14,15,0,0,0,0,0,0,1,16,1,8
7/13/2020,1700 - 1800,14,21,17,16,0,0,0,0,0,1,34,1,14
7/14/2020,0500 - 0600,14,28,58,39,0,0,0,0,0,0,97,1,10
7/14/2020,0600 - 0700,10,18,58,10,0,0,0,0,0,3,71,1,11
7/14/2020,0800 - 0900,7,18,45,8,0,0,0,0,0,1,54,1,8
7/14/2020,1400 - 1500,17,36,24,32,3,0,0,0,0,2,61,1,16
7/14/2020,1500 - 1600,9,21,45,8,0,0,0,0,0,1,54,1,17
7/14/2020,1600 - 1700,11,19,47,14,0,0,0,0,0,2,63,1,19
7/14/2020,1700 - 1800,11,19,12,4,0,0,0,0,0,1,17,1,7
7/14/2020,1900 - 2000,8,19,23,4,0,0,0,0,0,1,28,1,11
7/14/2020,2100 - 2200,6,18,61,5,0,0,0,0,0,5,71,1,11
7/15/2020,0500 - 0600,9,22,94,20,0,0,0,0,0,4,118,1,12
7/15/2020,0600 - 0700,44,77,13,41,58,53,50,0,0,7,222,1,20
7/15/2020,0700 - 0800,12,32,80,38,4,0,0,0,0,4,126,1,13
7/15/2020,0800 - 0900,6,12,47,0,0,0,0,0,0,2,49,1,12
7/15/2020,1100 - 1200,11,22,37,9,0,0,0,0,0,2,48,1,15
7/15/2020,1400 - 1500,8,26,97,14,0,0,0,0,0,3,114,2,16
7/15/2020,1600 - 1700,18,39,87,105,26,0,0,0,0,6,224,2,20
7/15/2020,1700 - 1800,14,30,67,60,0,0,0,0,0,3,130,2,16
7/15/2020,1900 - 2000,26,49,41,124,66,10,0,0,0,8,249,1,18
7/16/2020,0600 - 0700,61,173,72,19,12,11,14,21,47,7,203,2,11
7/16/2020,0800 - 0900,6,21,87,8,0,0,0,0,0,2,97,1,17
7/16/2020,1000 - 1100,16,44,42,45,7,0,0,0,0,3,97,2,13
7/16/2020,1400 - 1500,7,18,58,3,0,0,0,0,0,3,64,2,20
7/16/2020,1500 - 1600,12,26,73,38,0,0,0,0,0,5,116,2,14
7/16/2020,1600 - 1700,18,31,26,41,2,0,0,0,0,2,71,1,16
7/16/2020,1700 - 1800,3,10,23,0,0,0,0,0,0,1,24,1,12
7/16/2020,1900 - 2000,5,19,26,2,0,0,0,0,0,2,30,1,11
7/16/2020,2000 - 2100,56,106,21,35,50,44,94,37,0,9,290,1,15
