date,hour,Average Wait Time,Max Wait Time,time
3/13/2020,0500 - 0600,23,54,3893
3/13/2020,0600 - 0700,18,52,3894
3/13/2020,0700 - 0800,6,18,3895
3/13/2020,0800 - 0900,8,40,3896
3/13/2020,0900 - 1000,6,36,3897
3/13/2020,1000 - 1100,4,14,3898
3/13/2020,1100 - 1200,3,17,3899
3/13/2020,1300 - 1400,13,26,3901
3/13/2020,1400 - 1500,10,25,3902
3/13/2020,1500 - 1600,19,50,3903
3/13/2020,1600 - 1700,45,99,3904
3/13/2020,1700 - 1800,34,94,3905
3/13/2020,1800 - 1900,45,82,3906
3/13/2020,1900 - 2000,19,33,3907
3/13/2020,2000 - 2100,36,113,3908
3/14/2020,0000 - 0100,6,16,3912
3/14/2020,1200 - 1300,7,16,3924
3/14/2020,1300 - 1400,25,118,3925
3/14/2020,1400 - 1500,40,55,3926
3/14/2020,1500 - 1600,15,44,3927
3/14/2020,1700 - 1800,9,31,3929
3/14/2020,1800 - 1900,7,18,3930
3/14/2020,1900 - 2000,43,129,3931
3/14/2020,2000 - 2100,23,79,3932
3/14/2020,2200 - 2300,8,30,3934
3/14/2020,2300 - 0000,3,12,3935
3/14/2020,0500 - 0600,38,97,3917
3/14/2020,0600 - 0700,17,54,3918
3/14/2020,0800 - 0900,12,58,3920
3/14/2020,0900 - 1000,10,31,3921
3/14/2020,1000 - 1100,8,22,3922
3/14/2020,1100 - 1200,29,61,3923
3/14/2020,1200 - 1300,11,26,3924
3/14/2020,1300 - 1400,15,33,3925
3/14/2020,1400 - 1500,4,11,3926
3/14/2020,1500 - 1600,28,108,3927
3/14/2020,1600 - 1700,71,136,3928
3/14/2020,1700 - 1800,53,102,3929
3/14/2020,1800 - 1900,53,98,3930
3/14/2020,1900 - 2000,33,61,3931
3/14/2020,2000 - 2100,37,60,3932
3/14/2020,2100 - 2200,14,26,3933
3/15/2020,0000 - 0100,6,15,3936
3/15/2020,1100 - 1200,4,9,3947
3/15/2020,1200 - 1300,31,65,3948
3/15/2020,1300 - 1400,24,78,3949
3/15/2020,1400 - 1500,31,56,3950
3/15/2020,1500 - 1600,41,77,3951
3/15/2020,1600 - 1700,28,67,3952
3/15/2020,1700 - 1800,21,37,3953
3/15/2020,1800 - 1900,26,77,3954
3/15/2020,1900 - 2000,43,127,3955
3/15/2020,2000 - 2100,38,102,3956
3/15/2020,2100 - 2200,16,40,3957
3/15/2020,2200 - 2300,5,18,3958
3/15/2020,0500 - 0600,42,85,3941
3/15/2020,0600 - 0700,36,99,3942
3/15/2020,0800 - 0900,15,60,3944
3/15/2020,0900 - 1000,9,24,3945
3/15/2020,1000 - 1100,7,18,3946
3/15/2020,1100 - 1200,9,22,3947
3/15/2020,1200 - 1300,38,68,3948
3/15/2020,1300 - 1400,42,75,3949
3/15/2020,1500 - 1600,40,122,3951
3/15/2020,1600 - 1700,46,104,3952
3/15/2020,1700 - 1800,18,42,3953
3/15/2020,1800 - 1900,28,64,3954
3/15/2020,1900 - 2000,8,31,3955
3/15/2020,2000 - 2100,23,68,3956
3/15/2020,2100 - 2200,24,49,3957
3/16/2020,0000 - 0100,5,16,3960
3/16/2020,1100 - 1200,9,18,3971
3/16/2020,1200 - 1300,5,11,3972
3/16/2020,1300 - 1400,30,52,3973
3/16/2020,1400 - 1500,30,100,3974
3/16/2020,1500 - 1600,11,54,3975
3/16/2020,1700 - 1800,23,54,3977
3/16/2020,1800 - 1900,73,176,3978
3/16/2020,1900 - 2000,31,126,3979
3/16/2020,2000 - 2100,16,60,3980
3/16/2020,2200 - 2300,6,27,3982
3/16/2020,2300 - 0000,24,35,3983
3/16/2020,0500 - 0600,36,82,3965
3/16/2020,0600 - 0700,45,76,3966
3/16/2020,0700 - 0800,33,60,3967
3/16/2020,0800 - 0900,8,25,3968
3/16/2020,0900 - 1000,11,29,3969
3/16/2020,1000 - 1100,13,27,3970
3/16/2020,1100 - 1200,5,12,3971
3/16/2020,1300 - 1400,23,42,3973
3/16/2020,1500 - 1600,31,115,3975
3/16/2020,1600 - 1700,47,101,3976
3/16/2020,1700 - 1800,41,144,3977
3/16/2020,1800 - 1900,26,62,3978
3/16/2020,2000 - 2100,20,73,3980
3/16/2020,2200 - 2300,5,15,3982
3/17/2020,1100 - 1200,6,19,3995
3/17/2020,1200 - 1300,8,27,3996
3/17/2020,1300 - 1400,39,85,3997
3/17/2020,1500 - 1600,22,37,3999
3/17/2020,1600 - 1700,7,24,4000
3/17/2020,1700 - 1800,23,48,4001
3/17/2020,1900 - 2000,11,33,4003
3/17/2020,2000 - 2100,27,92,4004
3/17/2020,2100 - 2200,22,63,4005
3/17/2020,2200 - 2300,5,17,4006
3/17/2020,0500 - 0600,44,91,3989
3/17/2020,0600 - 0700,30,68,3990
3/17/2020,0800 - 0900,14,58,3992
3/17/2020,0900 - 1000,7,19,3993
3/17/2020,1000 - 1100,6,12,3994
3/17/2020,1200 - 1300,18,34,3996
3/17/2020,1300 - 1400,30,51,3997
3/17/2020,1400 - 1500,9,20,3998
3/17/2020,1500 - 1600,48,130,3999
3/17/2020,1600 - 1700,39,96,4000
3/17/2020,1700 - 1800,21,63,4001
3/17/2020,1900 - 2000,2,7,4003
3/17/2020,2000 - 2100,45,145,4004
3/18/2020,0000 - 0100,8,22,4008
3/18/2020,1000 - 1100,6,16,4018
3/18/2020,1100 - 1200,10,22,4019
3/18/2020,1200 - 1300,10,20,4020
3/18/2020,1300 - 1400,18,63,4021
3/18/2020,1400 - 1500,27,52,4022
3/18/2020,1500 - 1600,30,41,4023
3/18/2020,1700 - 1800,18,49,4025
3/18/2020,1800 - 1900,6,22,4026
3/18/2020,1900 - 2000,36,89,4027
3/18/2020,2000 - 2100,18,52,4028
3/18/2020,2100 - 2200,8,25,4029
3/18/2020,2200 - 2300,4,16,4030
3/18/2020,0500 - 0600,15,31,4013
3/18/2020,0600 - 0700,11,26,4014
3/18/2020,0700 - 0800,20,43,4015
3/18/2020,0800 - 0900,18,51,4016
3/18/2020,0900 - 1000,8,18,4017
3/18/2020,1000 - 1100,8,18,4018
3/18/2020,1200 - 1300,15,41,4020
3/18/2020,1400 - 1500,8,23,4022
3/18/2020,1500 - 1600,15,33,4023
3/18/2020,1600 - 1700,15,37,4024
3/18/2020,1700 - 1800,19,54,4025
3/18/2020,1900 - 2000,8,25,4027
3/18/2020,2000 - 2100,14,44,4028
3/19/2020,0000 - 0100,2,12,4032
3/19/2020,1100 - 1200,6,21,4043
3/19/2020,1200 - 1300,6,12,4044
3/19/2020,1300 - 1400,22,61,4045
3/19/2020,1400 - 1500,13,28,4046
3/19/2020,1600 - 1700,16,26,4048
3/19/2020,1700 - 1800,24,51,4049
3/19/2020,1800 - 1900,32,44,4050
3/19/2020,1900 - 2000,31,93,4051
3/19/2020,2100 - 2200,3,12,4053
3/19/2020,2200 - 2300,6,14,4054
3/19/2020,0500 - 0600,35,48,4037
3/19/2020,0600 - 0700,14,34,4038
3/19/2020,0700 - 0800,26,49,4039
3/19/2020,0800 - 0900,12,23,4040
3/19/2020,0900 - 1000,10,39,4041
3/19/2020,1000 - 1100,13,31,4042
3/19/2020,1100 - 1200,6,22,4043
3/19/2020,1200 - 1300,17,33,4044
3/19/2020,1300 - 1400,23,37,4045
3/19/2020,1400 - 1500,6,18,4046
3/19/2020,1500 - 1600,24,64,4047
3/19/2020,1600 - 1700,34,72,4048
3/19/2020,1700 - 1800,15,45,4049
3/19/2020,1900 - 2000,6,19,4051
3/19/2020,2000 - 2100,7,13,4052
3/19/2020,2100 - 2200,12,21,4053
3/20/2020,0000 - 0100,4,12,4056
3/20/2020,1100 - 1200,5,16,4067
3/20/2020,1200 - 1300,12,23,4068
3/20/2020,1300 - 1400,20,55,4069
3/20/2020,1500 - 1600,10,17,4071
3/20/2020,1700 - 1800,11,19,4073
3/20/2020,1800 - 1900,35,68,4074
3/20/2020,1900 - 2000,38,96,4075
3/20/2020,2000 - 2100,11,56,4076
3/20/2020,2200 - 2300,6,17,4078
3/20/2020,0500 - 0600,37,49,4061
3/20/2020,0600 - 0700,22,63,4062
3/20/2020,0800 - 0900,27,82,4064
3/20/2020,0900 - 1000,19,55,4065
3/20/2020,1000 - 1100,10,40,4066
3/20/2020,1200 - 1300,12,29,4068
3/20/2020,1400 - 1500,7,17,4070
3/20/2020,1500 - 1600,26,63,4071
3/20/2020,1600 - 1700,21,65,4072
3/20/2020,1700 - 1800,8,19,4073
3/20/2020,1900 - 2000,21,50,4075
3/20/2020,2000 - 2100,37,74,4076
3/21/2020,1200 - 1300,11,24,4092
3/21/2020,1300 - 1400,21,42,4093
3/21/2020,1400 - 1500,5,15,4094
3/21/2020,1700 - 1800,6,13,4097
3/21/2020,1800 - 1900,8,16,4098
3/21/2020,1900 - 2000,23,57,4099
3/21/2020,2000 - 2100,21,76,4100
3/21/2020,2100 - 2200,5,13,4101
3/21/2020,2200 - 2300,5,19,4102
3/21/2020,2300 - 0000,8,23,4103
3/21/2020,0500 - 0600,17,35,4085
3/21/2020,0600 - 0700,16,54,4086
3/21/2020,0700 - 0800,12,30,4087
3/21/2020,0800 - 0900,14,28,4088
3/21/2020,0900 - 1000,8,25,4089
3/21/2020,1000 - 1100,7,16,4090
3/21/2020,1100 - 1200,8,23,4091
3/21/2020,1500 - 1600,19,49,4095
3/21/2020,1600 - 1700,13,58,4096
3/21/2020,1700 - 1800,9,16,4097
3/21/2020,1800 - 1900,3,7,4098
3/21/2020,2000 - 2100,13,33,4100
3/21/2020,2100 - 2200,8,17,4101
3/22/2020,0000 - 0100,6,19,4104
3/22/2020,1000 - 1100,6,11,4114
3/22/2020,1100 - 1200,3,10,4115
3/22/2020,1300 - 1400,23,69,4117
3/22/2020,1400 - 1500,20,51,4118
3/22/2020,1500 - 1600,8,13,4119
3/22/2020,1600 - 1700,8,41,4120
3/22/2020,1700 - 1800,3,8,4121
3/22/2020,1800 - 1900,18,23,4122
3/22/2020,1900 - 2000,16,47,4123
3/22/2020,2200 - 2300,5,14,4126
3/22/2020,0500 - 0600,20,57,4109
3/22/2020,0600 - 0700,18,39,4110
3/22/2020,0700 - 0800,13,27,4111
3/22/2020,0900 - 1000,10,27,4113
3/22/2020,1000 - 1100,8,25,4114
3/22/2020,1200 - 1300,11,21,4116
3/22/2020,1300 - 1400,13,26,4117
3/22/2020,1500 - 1600,18,40,4119
3/22/2020,1600 - 1700,13,31,4120
3/22/2020,1700 - 1800,8,17,4121
3/22/2020,1800 - 1900,23,52,4122
3/22/2020,1900 - 2000,8,17,4123
3/22/2020,2000 - 2100,3,9,4124
3/23/2020,0000 - 0100,2,7,4128
3/23/2020,1300 - 1400,9,16,4141
3/23/2020,1400 - 1500,28,40,4142
3/23/2020,1500 - 1600,10,16,4143
3/23/2020,1900 - 2000,18,25,4147
3/23/2020,2000 - 2100,13,29,4148
3/23/2020,2100 - 2200,5,15,4149
3/23/2020,2200 - 2300,6,19,4150
3/23/2020,0500 - 0600,9,18,4133
3/23/2020,0600 - 0700,12,24,4134
3/23/2020,0800 - 0900,11,24,4136
3/23/2020,0900 - 1000,7,16,4137
3/23/2020,1000 - 1100,6,16,4138
3/23/2020,1100 - 1200,3,6,4139
3/23/2020,1500 - 1600,13,26,4143
3/23/2020,1600 - 1700,18,37,4144
3/23/2020,1700 - 1800,5,10,4145
3/23/2020,2000 - 2100,4,14,4148
3/24/2020,1200 - 1300,6,14,4164
3/24/2020,1300 - 1400,10,24,4165
3/24/2020,1500 - 1600,10,18,4167
3/24/2020,1700 - 1800,4,7,4169
3/24/2020,2000 - 2100,5,15,4172
3/24/2020,2100 - 2200,2,8,4173
3/24/2020,2200 - 2300,6,17,4174
3/24/2020,0800 - 0900,12,26,4160
3/24/2020,0900 - 1000,7,16,4161
3/24/2020,1000 - 1100,7,16,4162
3/24/2020,1100 - 1200,15,32,4163
3/24/2020,1500 - 1600,17,32,4167
3/24/2020,1600 - 1700,6,19,4168
3/24/2020,1700 - 1800,9,16,4169
3/24/2020,1900 - 2000,7,14,4171
3/24/2020,2000 - 2100,5,12,4172
3/25/2020,1200 - 1300,7,15,4188
3/25/2020,1400 - 1500,3,9,4190
3/25/2020,1900 - 2000,27,68,4195
3/25/2020,2100 - 2200,6,11,4197
3/25/2020,0800 - 0900,10,24,4184
3/25/2020,0900 - 1000,6,22,4185
3/25/2020,1000 - 1100,10,22,4186
3/25/2020,1100 - 1200,15,34,4187
3/25/2020,1500 - 1600,15,31,4191
3/25/2020,1600 - 1700,7,23,4192
3/25/2020,1700 - 1800,14,26,4193
3/25/2020,2000 - 2100,2,5,4196
3/26/2020,1300 - 1400,7,17,4213
3/26/2020,1400 - 1500,10,17,4214
3/26/2020,1900 - 2000,18,30,4219
3/26/2020,2100 - 2200,1,4,4221
3/26/2020,2200 - 2300,2,4,4222
3/26/2020,2300 - 0000,5,22,4223
3/26/2020,0800 - 0900,13,32,4208
3/26/2020,1000 - 1100,8,17,4210
3/26/2020,1100 - 1200,12,25,4211
3/26/2020,1500 - 1600,8,15,4215
3/26/2020,1600 - 1700,9,25,4216
3/26/2020,2000 - 2100,4,9,4220
3/27/2020,1400 - 1500,8,15,4238
3/27/2020,1900 - 2000,14,24,4243
3/27/2020,2200 - 2300,1,5,4246
3/27/2020,0800 - 0900,4,8,4232
3/27/2020,0900 - 1000,10,21,4233
3/27/2020,1000 - 1100,11,20,4234
3/27/2020,1100 - 1200,9,23,4235
3/27/2020,1600 - 1700,9,27,4240
3/27/2020,1700 - 1800,6,13,4241
3/27/2020,1800 - 1900,8,20,4242
3/27/2020,2000 - 2100,3,10,4244
3/28/2020,1300 - 1400,12,23,4261
3/28/2020,1400 - 1500,13,29,4262
3/28/2020,1600 - 1700,8,21,4264
3/28/2020,0700 - 0800,14,28,4255
3/28/2020,0900 - 1000,9,23,4257
3/28/2020,1000 - 1100,2,8,4258
3/28/2020,1100 - 1200,10,26,4259
3/28/2020,1600 - 1700,15,31,4264
3/28/2020,1700 - 1800,9,14,4265
3/28/2020,1800 - 1900,4,8,4266
3/28/2020,1900 - 2000,2,3,4267
3/28/2020,2300 - 0000,7,13,4271
3/29/2020,1400 - 1500,8,16,4286
3/29/2020,1900 - 2000,6,14,4291
3/29/2020,0600 - 0700,19,54,4278
3/29/2020,0800 - 0900,8,16,4280
3/29/2020,0900 - 1000,8,17,4281
3/29/2020,1100 - 1200,11,27,4283
3/29/2020,1600 - 1700,3,7,4288
3/29/2020,1700 - 1800,5,16,4289
3/29/2020,2200 - 2300,5,10,4294
3/30/2020,1400 - 1500,5,8,4310
3/30/2020,0700 - 0800,9,24,4303
3/30/2020,0800 - 0900,5,12,4304
3/30/2020,0900 - 1000,5,13,4305
3/30/2020,1000 - 1100,2,5,4306
3/30/2020,1500 - 1600,7,18,4311
3/30/2020,1700 - 1800,1,7,4313
3/30/2020,2300 - 0000,5,13,4319
3/31/2020,0600 - 0700,8,21,4326
3/31/2020,0900 - 1000,6,15,4329
3/31/2020,1000 - 1100,4,12,4330
3/31/2020,1500 - 1600,6,18,4335
3/31/2020,1600 - 1700,6,14,4336
4/1/2020,0600 - 0700,10,25,4350
4/1/2020,0900 - 1000,7,19,4353
4/1/2020,1100 - 1200,4,15,4355
4/1/2020,1500 - 1600,3,8,4359
4/1/2020,1700 - 1800,6,9,4361
4/1/2020,2200 - 2300,1,2,4366
4/2/2020,0600 - 0700,10,23,4374
4/2/2020,1000 - 1100,8,16,4378
4/2/2020,1100 - 1200,0,2,4379
4/2/2020,1400 - 1500,6,11,4382
4/2/2020,1500 - 1600,7,13,4383
4/2/2020,1900 - 2000,0,0,4387
4/2/2020,2000 - 2100,4,9,4388
4/2/2020,2300 - 0000,6,15,4391
4/3/2020,0600 - 0700,10,29,4398
4/3/2020,0900 - 1000,4,10,4401
4/3/2020,1000 - 1100,7,20,4402
4/3/2020,1400 - 1500,7,14,4406
4/3/2020,1700 - 1800,2,9,4409
4/3/2020,2100 - 2200,1,2,4413
4/4/2020,0700 - 0800,9,35,4423
4/4/2020,1000 - 1100,4,10,4426
4/4/2020,1400 - 1500,8,17,4430
4/4/2020,1600 - 1700,2,9,4432
4/4/2020,1700 - 1800,1,4,4433
4/4/2020,2000 - 2100,0,1,4436
4/4/2020,2200 - 2300,4,9,4438
4/5/2020,0600 - 0700,11,34,4446
4/5/2020,0900 - 1000,10,34,4449
4/5/2020,1000 - 1100,17,29,4450
4/5/2020,1300 - 1400,12,20,4453
4/5/2020,1400 - 1500,10,23,4454
4/5/2020,1700 - 1800,5,8,4457
4/5/2020,2100 - 2200,1,2,4461
4/6/2020,0600 - 0700,9,20,4470
4/6/2020,0800 - 0900,11,50,4472
4/6/2020,1000 - 1100,10,14,4474
4/6/2020,1400 - 1500,9,16,4478
4/6/2020,1700 - 1800,5,13,4481
4/6/2020,2200 - 2300,6,20,4486
4/7/2020,0300 - 0400,34,64,4491
4/7/2020,0600 - 0700,12,32,4494
4/7/2020,0900 - 1000,11,28,4497
4/7/2020,1000 - 1100,6,17,4498
4/7/2020,1500 - 1600,8,16,4503
4/7/2020,1600 - 1700,2,4,4504
4/7/2020,1700 - 1800,3,10,4505
4/7/2020,2000 - 2100,6,10,4508
4/8/2020,0600 - 0700,8,21,4518
4/8/2020,0800 - 0900,12,33,4520
4/8/2020,1400 - 1500,7,16,4526
4/9/2020,0500 - 0600,12,37,4541
4/9/2020,0600 - 0700,8,24,4542
4/9/2020,0900 - 1000,7,10,4545
4/9/2020,1000 - 1100,3,19,4546
4/9/2020,1400 - 1500,8,19,4550
4/9/2020,1500 - 1600,10,15,4551
4/9/2020,1700 - 1800,5,12,4553
4/10/2020,0600 - 0700,5,14,4566
4/10/2020,1000 - 1100,6,16,4570
4/10/2020,1400 - 1500,5,12,4574
4/10/2020,1500 - 1600,6,8,4575
4/11/2020,0600 - 0700,10,28,4590
4/11/2020,0900 - 1000,1,5,4593
4/11/2020,1200 - 1300,7,29,4596
4/11/2020,1500 - 1600,1,3,4599
4/12/2020,0600 - 0700,2,6,4614
4/12/2020,1200 - 1300,3,10,4620
4/12/2020,1400 - 1500,1,6,4622
4/13/2020,0600 - 0700,15,36,4638
4/13/2020,0900 - 1000,7,10,4641
4/13/2020,1000 - 1100,4,10,4642
4/13/2020,1500 - 1600,5,15,4647
4/14/2020,0600 - 0700,3,7,4662
4/14/2020,1000 - 1100,2,7,4666
4/14/2020,1500 - 1600,8,16,4671
4/15/2020,0600 - 0700,5,9,4686
4/15/2020,0900 - 1000,8,13,4689
4/15/2020,1000 - 1100,5,16,4690
4/16/2020,0600 - 0700,6,15,4710
4/16/2020,1100 - 1200,7,24,4715
4/16/2020,1400 - 1500,9,25,4718
4/16/2020,1500 - 1600,6,11,4719
4/17/2020,0600 - 0700,1,5,4734
4/17/2020,1100 - 1200,6,17,4739
4/18/2020,0600 - 0700,2,5,4758
4/18/2020,1100 - 1200,3,14,4763
4/19/2020,0600 - 0700,17,46,4782
4/19/2020,0700 - 0800,2,5,4783
4/19/2020,1000 - 1100,3,9,4786
4/19/2020,1400 - 1500,3,10,4790
4/20/2020,0600 - 0700,10,17,4806
4/20/2020,1000 - 1100,6,16,4810
4/20/2020,1400 - 1500,5,16,4814
4/21/2020,0600 - 0700,15,30,4830
4/21/2020,1000 - 1100,4,13,4834
4/21/2020,1500 - 1600,8,13,4839
4/22/2020,0600 - 0700,4,12,4854
4/22/2020,1000 - 1100,4,12,4858
4/23/2020,0500 - 0600,29,52,4877
4/23/2020,0700 - 0800,18,40,4879
4/23/2020,1000 - 1100,7,15,4882
4/23/2020,1400 - 1500,4,10,4886
4/23/2020,1500 - 1600,15,26,4887
4/24/2020,0600 - 0700,8,15,4902
4/24/2020,1000 - 1100,6,20,4906
4/24/2020,1300 - 1400,12,26,4909
4/25/2020,0600 - 0700,17,89,4926
4/25/2020,1000 - 1100,3,12,4930
4/26/2020,0600 - 0700,5,22,4950
4/26/2020,1000 - 1100,3,9,4954
4/27/2020,0600 - 0700,14,42,4974
4/27/2020,0900 - 1000,2,7,4977
4/27/2020,1300 - 1400,8,21,4981
4/28/2020,0600 - 0700,5,10,4998
4/28/2020,1000 - 1100,5,16,5002
4/28/2020,1500 - 1600,6,11,5007
4/29/2020,0600 - 0700,19,39,5022
4/29/2020,0900 - 1000,3,9,5025
4/30/2020,0600 - 0700,4,11,5046
4/30/2020,0900 - 1000,3,9,5049
4/30/2020,1400 - 1500,12,22,5054
4/30/2020,1500 - 1600,13,25,5055
5/1/2020,0600 - 0700,4,9,5070
5/1/2020,1000 - 1100,6,20,5074
5/1/2020,1500 - 1600,4,15,5079
5/2/2020,0600 - 0700,3,10,5094
5/2/2020,1000 - 1100,8,28,5098
5/2/2020,1400 - 1500,5,17,5102
5/3/2020,0600 - 0700,4,12,5118
5/3/2020,1000 - 1100,4,14,5122
5/3/2020,1500 - 1600,2,4,5127
5/4/2020,0600 - 0700,9,19,5142
5/4/2020,1100 - 1200,6,11,5147
5/4/2020,1400 - 1500,7,16,5150
5/5/2020,0600 - 0700,11,23,5166
5/5/2020,0800 - 0900,8,20,5168
5/5/2020,1500 - 1600,8,24,5175
5/6/2020,0600 - 0700,8,18,5190
5/6/2020,0800 - 0900,8,14,5192
5/6/2020,1400 - 1500,5,17,5198
5/7/2020,0600 - 0700,5,15,5214
5/7/2020,0800 - 0900,9,24,5216
5/7/2020,1400 - 1500,10,23,5222
5/8/2020,0600 - 0700,5,14,5238
5/8/2020,0700 - 0800,13,29,5239
5/8/2020,0800 - 0900,4,12,5240
5/8/2020,1500 - 1600,3,11,5247
5/9/2020,0600 - 0700,4,7,5262
5/9/2020,0900 - 1000,3,15,5265
5/9/2020,1400 - 1500,5,15,5270
5/10/2020,0600 - 0700,5,10,5286
5/10/2020,0800 - 0900,3,12,5288
5/10/2020,1400 - 1500,7,20,5294
5/11/2020,0600 - 0700,11,21,5310
5/11/2020,0800 - 0900,2,4,5312
5/11/2020,1400 - 1500,7,13,5318
5/12/2020,0600 - 0700,26,58,5334
5/12/2020,0800 - 0900,12,32,5336
5/12/2020,1500 - 1600,8,21,5343
5/13/2020,0500 - 0600,8,13,5357
5/13/2020,0800 - 0900,2,8,5360
5/13/2020,1400 - 1500,8,23,5366
5/14/2020,0600 - 0700,19,51,5382
5/14/2020,0900 - 1000,7,23,5385
5/14/2020,1400 - 1500,9,20,5390
5/15/2020,0600 - 0700,4,9,5406
5/15/2020,0800 - 0900,5,12,5408
5/15/2020,1500 - 1600,11,23,5415
5/16/2020,0600 - 0700,13,26,5430
5/16/2020,0800 - 0900,7,19,5432
5/16/2020,1400 - 1500,1,4,5438
5/17/2020,0600 - 0700,5,14,5454
5/17/2020,1000 - 1100,3,14,5458
5/17/2020,1400 - 1500,10,15,5462
5/18/2020,0600 - 0700,2,5,5478
5/18/2020,0700 - 0800,33,57,5479
5/18/2020,0800 - 0900,5,10,5480
5/18/2020,1400 - 1500,6,18,5486
5/19/2020,0600 - 0700,6,12,5502
5/19/2020,0800 - 0900,6,16,5504
5/19/2020,1500 - 1600,14,38,5511
5/20/2020,0600 - 0700,7,16,5526
5/20/2020,0800 - 0900,5,13,5528
5/20/2020,1400 - 1500,13,34,5534
5/21/2020,0600 - 0700,8,20,5550
5/21/2020,0800 - 0900,10,28,5552
5/21/2020,1400 - 1500,6,17,5558
5/22/2020,0500 - 0600,13,28,5573
5/22/2020,0600 - 0700,61,115,5574
5/22/2020,0800 - 0900,13,24,5576
5/22/2020,1400 - 1500,4,13,5582
5/23/2020,0600 - 0700,13,20,5598
5/23/2020,0800 - 0900,8,20,5600
5/23/2020,1300 - 1400,9,23,5605
5/24/2020,0600 - 0700,3,10,5622
5/24/2020,0800 - 0900,1,10,5624
5/24/2020,1400 - 1500,13,26,5630
5/25/2020,0700 - 0800,12,18,5647
5/25/2020,0800 - 0900,2,5,5648
5/25/2020,1400 - 1500,10,18,5654
5/26/2020,0600 - 0700,7,15,5670
5/26/2020,0800 - 0900,10,23,5672
5/26/2020,1500 - 1600,17,56,5679
5/26/2020,2000 - 2100,23,64,5684
5/27/2020,0600 - 0700,4,6,5694
5/27/2020,0800 - 0900,7,15,5696
5/27/2020,1400 - 1500,7,22,5702
5/28/2020,0600 - 0700,7,18,5718
5/28/2020,0800 - 0900,14,33,5720
5/28/2020,1400 - 1500,6,16,5726
5/29/2020,0600 - 0700,5,12,5742
5/29/2020,0800 - 0900,11,27,5744
5/29/2020,1400 - 1500,9,20,5750
5/30/2020,0600 - 0700,3,11,5766
5/30/2020,0900 - 1000,6,27,5769
5/30/2020,1300 - 1400,7,15,5773
5/31/2020,0700 - 0800,6,23,5791
5/31/2020,0800 - 0900,4,13,5792
5/31/2020,1400 - 1500,3,10,5798
6/1/2020,0700 - 0800,7,17,5815
6/1/2020,0800 - 0900,6,15,5816
6/1/2020,0900 - 1000,16,24,5817
6/1/2020,1400 - 1500,3,7,5822
6/1/2020,1900 - 2000,18,68,5827
6/2/2020,0600 - 0700,9,25,5838
6/2/2020,0800 - 0900,6,14,5840
6/2/2020,1500 - 1600,15,45,5847
6/3/2020,0600 - 0700,25,38,5862
6/3/2020,0800 - 0900,5,13,5864
6/3/2020,1400 - 1500,7,19,5870
6/4/2020,0600 - 0700,4,16,5886
6/4/2020,0800 - 0900,9,23,5888
6/4/2020,1000 - 1100,22,47,5890
6/4/2020,1300 - 1400,8,16,5893
6/4/2020,2000 - 2100,6,12,5900
6/5/2020,0700 - 0800,5,17,5911
6/5/2020,0800 - 0900,6,13,5912
6/5/2020,1400 - 1500,8,20,5918
6/5/2020,1500 - 1600,27,54,5919
6/6/2020,0600 - 0700,3,11,5934
6/6/2020,0800 - 0900,7,18,5936
6/6/2020,1000 - 1100,13,28,5938
6/6/2020,1600 - 1700,8,19,5944
6/7/2020,0600 - 0700,1,5,5958
6/7/2020,0800 - 0900,3,6,5960
6/7/2020,1400 - 1500,7,25,5966
6/7/2020,1500 - 1600,25,53,5967
6/8/2020,0600 - 0700,14,29,5982
6/8/2020,0800 - 0900,1,4,5984
6/8/2020,0900 - 1000,13,24,5985
6/8/2020,1400 - 1500,4,10,5990
6/8/2020,1500 - 1600,19,32,5991
6/8/2020,1600 - 1700,17,25,5992
6/9/2020,0600 - 0700,10,43,6006
6/9/2020,0800 - 0900,10,19,6008
6/9/2020,1600 - 1700,11,22,6016
6/9/2020,1700 - 1800,13,34,6017
6/10/2020,0600 - 0700,11,24,6030
6/10/2020,0700 - 0800,31,77,6031
6/10/2020,0800 - 0900,8,17,6032
6/10/2020,1400 - 1500,6,10,6038
6/10/2020,1500 - 1600,9,18,6039
6/10/2020,1600 - 1700,16,29,6040
6/11/2020,0600 - 0700,8,17,6054
6/11/2020,0900 - 1000,10,32,6057
6/11/2020,1000 - 1100,12,25,6058
6/11/2020,1400 - 1500,4,12,6062
6/11/2020,1700 - 1800,9,12,6065
6/11/2020,2000 - 2100,13,32,6068
6/12/2020,0700 - 0800,5,13,6079
6/12/2020,0800 - 0900,32,66,6080
6/12/2020,0900 - 1000,8,20,6081
6/12/2020,1400 - 1500,11,24,6086
6/12/2020,1500 - 1600,16,34,6087
6/12/2020,1700 - 1800,10,13,6089
6/13/2020,0600 - 0700,5,19,6102
6/13/2020,0800 - 0900,5,19,6104
6/13/2020,1000 - 1100,9,25,6106
6/13/2020,1600 - 1700,11,26,6112
6/13/2020,1700 - 1800,2,12,6113
6/14/2020,0600 - 0700,25,75,6126
6/14/2020,0800 - 0900,2,11,6128
6/14/2020,1400 - 1500,4,12,6134
6/14/2020,1500 - 1600,18,33,6135
6/14/2020,1600 - 1700,3,6,6136
6/14/2020,1900 - 2000,27,93,6139
6/15/2020,0600 - 0700,43,109,6150
6/15/2020,0800 - 0900,4,7,6152
6/15/2020,0900 - 1000,10,18,6153
6/15/2020,1300 - 1400,9,17,6157
